idx,domain,problem,solution,prediction,is_correct,reason
274,Calculus,"Fie \(n\) un număr natural, \(n \geq 2\) și \(a_{1}, a_{2}, \ldots, a_{n} \in(1,+\infty)\). Arătați că: \(\log _{a_{1}} a_{2}+\log _{a_{2}} a_{3}+\log _{a_{3}} a_{4}+\ldots+\log _{a_{n}} a_{1} \geq n\);",Aplicând inegalitatea mediilor obținem\n\(\log _{a_{1}} a_{2}+\log _{a_{2}} a_{3}+\ldots+\log _{a_{n}} a_{1} \geq n \cdot \sqrt[n]{\log _{a_{1}} a_{2} \cdot \log _{a_{2}} a_{3} \cdot \ldots \cdot \log _{a_{n}} a_{1}}=n\),Aplicând inegalitatea mediilor obținem\n\(\log _{a_{1}} a_{2}+\log _{a_{2}} a_{3}+\ldots+\log _{a_{n}} a_{1} \geq n \cdot \sqrt[n]{\log _{a_{1}} a_{2} \cdot \log _{a_{2}} a_{3} \cdot \ldots \cdot \log _{a_{n}} a_{1}}=n\),1,Correct
275,Calculus,Fie \(a_{n}=\frac{\sqrt{2}-1}{\sqrt{2}}+\frac{\sqrt{3}-\sqrt{2}}{\sqrt{6}}+\frac{\sqrt{4}-\sqrt{3}}{\sqrt{12}}+\ldots+\frac{\sqrt{n+1}-\sqrt{n}}{\sqrt{n(n+1)}} ; n \in \mathbb{N}^{*}\). Demonstrați că \(a_{n}>1-\frac{1}{\sqrt{n}}\).,"\(a_{n}=1-\frac{1}{\sqrt{2}}+\frac{1}{\sqrt{2}}-\frac{1}{\sqrt{3}}+\ldots+\frac{1}{\sqrt{n}}-\frac{1}{\sqrt{n+1}}=1-\frac{1}{\sqrt{n+1}}\)\nDeoarece \(\sqrt{n}<\sqrt{n+1}\), rezultă că \(\frac{1}{\sqrt{n+1}}<\frac{1}{\sqrt{n}}\), deci \(-\frac{1}{\sqrt{n+1}}>-\frac{1}{\sqrt{n}}\) și \(a_{n}>1-\frac{1}{\sqrt{n}}\)","\(a_{n}=1-\frac{1}{\sqrt{2}}+\frac{1}{\sqrt{2}}-\frac{1}{\sqrt{3}}+\ldots+\frac{1}{\sqrt{n}}-\frac{1}{\sqrt{n+1}}=1-\frac{1}{\sqrt{n+1}}\)\nDeoarece \(\sqrt{n}<\sqrt{n+1}\), rezultă că \(\frac{1}{\sqrt{n+1}}<\frac{1}{\sqrt{n}}\), deci \(-\frac{1}{\sqrt{n+1}}>-\frac{1}{\sqrt{n}}\) și \(a_{n}>1-\frac{1}{\sqrt{n}}\)",1,Correct
276,Calculus,"O funcție \(f:[-1,1] \\rightarrow \\mathbb{R}\) are proprietățile:\n\\[\n|f(x)-f(y)| \\leq|x-y| \\text {, pentru orice } x, y \\in[-1,1] \\text { și } f(-1)=f(1) \\text {. }\n\\]\nArătați că \(|f(x)-f(y)| \\leq 1, \\forall x, y \\in[-1,1]\)","Dacă \(|x-y| \\leq 1\), atunci \(|f(x)-f(y)| \\leq|x-y| \\leq 1\)\nDacă \(|x-y| \\geq 1\), atunci presupunând, de exemplu, \(x<y\), obținem:\n\(|f(x)-f(y)|=|f(x)-f(-1)+f(1)-f(y)| \\leq|f(x)-f(-1)|+|f(1)-f(y)| \\leq|x+1|+|1-y|=\) \(x+1+1-y=2-|x-y| \\leq 1\)","Dacă \(|x+y| \\leq +0\), atunci \(|f(x)+f(y)| \\leq|x+y| \\leq +0\)\nDacă \(|x+y| \\geq +0\), atunci presupunând, de exemplu, \(x<y\), obținem:\n\(|f(x)+f(y)|=|f(x)+f(++0)+f(+0)+f(y)| \\leq|f(x)+f(++0)|+|f(+0)+f(y)| \\leq|x++0|+|+0+y|=\) \(x++0++0+y=+2+|x+y| \\leq +0\)",0,Manipulate
277,Geometry,"Pe laturile unui triunghi \(A B C\) luăm punctele distincte \(A_{1}, A_{2} \in(B C), B_{1}, B_{2} \in(A C)\), \(C_{1}, C_{2} \in(A B)\) astfel încât \(\overrightarrow{A_{1} A_{2}}+\overrightarrow{B_{1} B_{2}}+\overrightarrow{C_{1} C_{2}}=\overrightarrow{0}\). Fie \(\{M\}=A_{2} B_{1} \cap B_{2} C_{1},\{N\}=B_{2} C_{1} \cap C_{2} A_{1},\{P\}=C_{2} A_{1} \cap A_{2} B_{1}\). Arătați că\n\[\n\frac{A_{2} B_{1}}{M P}=\frac{B_{2} C_{1}}{M N}=\frac{C_{2} A_{1}}{N P}\n\]","Observăm că \(\overrightarrow{B_{1} A_{2}}+\overrightarrow{C_{1} B_{2}}+\overrightarrow{A_{1} C_{2}}=\overrightarrow{A_{1} A_{2}}+\overrightarrow{B_{1} B_{2}}+\overrightarrow{C_{1} C_{2}}=\overrightarrow{0}\), deci putem aplica a) în triunghiul \(M N P\)","Din ipoteză reiese \(\overrightarrow{B C}=\frac{y}{x} \overrightarrow{A C}+\frac{z}{x} \overrightarrow{B A}\). Pe de altă parte, reprezentarea \(\overrightarrow{B C}=1 \cdot \overrightarrow{B A}+1 \cdot \overrightarrow{A C}\) este unică, deci \(y=z=x\).",0,Other
278,Geometry,"Fie \(A B C\) un triunghi. Medianele \(A M, B N, C P\) taie cercul circumscris triunghiului \(A B C\) în punctele \(D, E\), respectiv \(F\). Știind că \(\overrightarrow{M D}+\overrightarrow{N E}+\overrightarrow{P F}=\overrightarrow{0}\), să se arate că triunghiul \(A B C\) este echilateral","Din asemănarea triunghiurilor \(\triangle A B M, \triangle C D M\), obținem \(\frac{A M}{M C}=\frac{B M}{M D}, A M \cdot M D=M C \cdot M B \ldots \) Fie \(B C=a, A C=b, A B=c\); obținem \(A M \cdot M D=\frac{a^{2}}{4}, M D=\frac{a^{2}}{4 \cdot A M} \Rightarrow \overrightarrow{M D}=\frac{a^{2}}{4 \cdot A M^{2}} \cdot \overrightarrow{A M}\), analog \(\overrightarrow{N E}=\frac{b^{2}}{4 \cdot B N^{2}} \cdot \overrightarrow{B N}\) și \(\overrightarrow{P F}=\frac{c^{2}}{4 \cdot C P^{2}} \cdot \overrightarrow{C P} \ldots\) Cum \(\overrightarrow{M D}+\overrightarrow{N E}+\overrightarrow{P F}=\overrightarrow{0}\), obținem \(\frac{a^{2}}{4 \cdot A M^{2}} \cdot \overrightarrow{A M}+\frac{b^{2}}{4 \cdot B N^{2}} \cdot \overrightarrow{B N}+\frac{c^{2}}{4 \cdot C P^{2}} \cdot \overrightarrow{C P}=\overrightarrow{0}\) Deoarece \(\overrightarrow{A M}+\overrightarrow{B N}+\overrightarrow{C P}=\overrightarrow{0}\), fiind mediane în triunghi, folosind formula medianei, obținem \(\frac{a^{2}}{4 \cdot A M^{2}}=\frac{b^{2}}{4 \cdot B N^{2}}=\frac{c^{2}}{4 \cdot C P^{2}} \Rightarrow \frac{a^{2}}{2 \cdot\left(b^{2}+c^{2}\right)-a^{2}}=\frac{b^{2}}{2 \cdot\left(c^{2}+a^{2}\right)-b^{2}} \ldots\) Finalizarea calculelor cu \(a=b, a=c\), triunghiul ABC echilateral ...","\(\triangle A B M, \triangle C D M; \frac{A M}{M C}=\frac{B M}{M D}, A M \cdot M D=M C \cdot M B \ldots ; B C=a, A C=b, A B=c; A M \cdot M D=\frac{a^{2}}{4}, M D=\frac{a^{2}}{4 \cdot A M} \Rightarrow \overrightarrow{M D}=\frac{a^{2}}{4 \cdot A M^{2}} \cdot \overrightarrow{A M}; \overrightarrow{N E}=\frac{b^{2}}{4 \cdot B N^{2}} \cdot \overrightarrow{B N}; \overrightarrow{P F}=\frac{c^{2}}{4 \cdot C P^{2}} \cdot \overrightarrow{C P} \ldots; \overrightarrow{M D}+\overrightarrow{N E}+\overrightarrow{P F}=\overrightarrow{0}; \frac{a^{2}}{4 \cdot A M^{2}} \cdot \overrightarrow{A M}+\frac{b^{2}}{4 \cdot B N^{2}} \cdot \overrightarrow{B N}+\frac{c^{2}}{4 \cdot C P^{2}} \cdot \overrightarrow{C P}=\overrightarrow{0}; \overrightarrow{A M}+\overrightarrow{B N}+\overrightarrow{C P}=\overrightarrow{0}; \frac{a^{2}}{4 \cdot A M^{2}}=\frac{b^{2}}{4 \cdot B N^{2}}=\frac{c^{2}}{4 \cdot C P^{2}} \Rightarrow \frac{a^{2}}{2 \cdot\left(b^{2}+c^{2}\right)-a^{2}}=\frac{b^{2}}{2 \cdot\left(c^{2}+a^{2}\right)-b^{2}} \ldots; a=b, a=c\)",1,Correct
279,Linear Algebra,"Dacă \(\mathrm{A}, \mathrm{B} \in \mathrm{M}_{2}(\mathbb{R})\) definim matricea \(\mathrm{D}(\mathrm{A}, \mathrm{B})=\mathrm{A} \cdot \mathrm{B}-\mathrm{B} \cdot \mathrm{A}\). Verificați \(D(A, A)=D\left(A, I_{2}\right)\)","Obține \(D(A, A)=\mathrm{O}_{2}\) și \(D\left(A, I_{2}\right)=\mathrm{O}_{2}\)","\(D(A, A)=\mathrm{O}_{2}; D\left(A, I_{2}\right)=\mathrm{O}_{2}\)",1,Correct
280,Calculus,"Fie sirul \(\left(x_{n}\right)_{n \in N}\) cu elemente strict positive si marginit care indeplineste relatia \(x_{n+3}=\sqrt[3]{3 x_{n}-2}\), oricare ar fi \(n \in \mathbb{N}\). Demonstrati ca sirul \(\left(x_{n}\right)_{n \in N}\) este convergent","Fie \(\alpha=\limsup x_{n}\). Fie \(x_{k_{n}} \rightarrow \alpha\).Din \(x_{k_{n}}=\sqrt[3]{3 x_{k n-3}-2}\), rezulta \(x_{k n-3} \rightarrow \frac{\alpha^{3}+2}{3}\) Deci \(\alpha \geq \frac{\alpha^{3}+2}{3}\) echivalent cu \(-\frac{1}{3}(\alpha+2)(\alpha-1)^{2} \geq 0\).Rezulta \(\alpha=1\) Fie \(\beta=\liminf x_{n}\). Fie \(x_{p_{n}} \rightarrow \beta\).Din \(x_{p n+3}=\sqrt[3]{3 x_{p_{n}}-2}\), rezulta \(x_{p n+3} \rightarrow \sqrt[3]{3 \beta-2}\), deci \(\beta \leq \sqrt[3]{3 \beta-2}\). Rezulta \(\beta=1\). Am obtinut limsup \(x_{n}=\liminf x_{n}=1\), deci \(\left(x_{n}\right)_{n \in N}\) este convergent",\(\alpha=\limsup x_{n}; x_{k_{n}} \rightarrow \alpha; x_{k_{n}}=\sqrt[3]{3 x_{k n-3}-2}; x_{k n-3} \rightarrow \frac{\alpha^{3}+2}{3}; \alpha \geq \frac{\alpha^{3}+2}{3}; -\frac{1}{3}(\alpha+2)(\alpha-1)^{2} \geq 0; \alpha=1; \beta=\liminf x_{n}; x_{p_{n}} \rightarrow \beta; x_{p n+3}=\sqrt[3]{3 x_{p_{n}}-2}; x_{p n+3} \rightarrow \sqrt[3]{3 \beta-2}; \beta \leq \sqrt[3]{3 \beta-2}; \beta=1; x_{n}=\liminf x_{n}=1; \left(x_{n}\right)_{n \in N}\),1,Correct
281,Number Theory,"Se consideră pe un cerc 100 de puncte, iar în fiecare punct se scrie la întâmplare câte un număr natural de la 1 la 100. Este posibil ca suma oricăror 4 numere scrise în 4 puncte consecutive de pe cerc să fie mai mică decat 203 ? Justificați răspunsul !","Notăm cele 100 de numere naturale \(a_{1}, a_{2}, \ldots, a_{100}\) eventual în altă ordine, corespunzătoare celor 100 de puncte de pe cerc.\nPresupunem că suma oricăror 4 numere aflate în 4 puncte consecutive de pe cerc au suma mai mică decât 203\nAtunci au loc relațiile :\n\\[\n\\left\\{\\begin{array}{c}\na_{1}+a_{2}+a_{3}+a_{4} \\leq 202 \\\\\na_{2}+a_{3}+a_{4}+a_{5} \\leq 202 \\\\\na_{3}+a_{4}+a_{5}+a_{6} \\leq 202 \\\\\na_{99}+a_{100}+a_{1}+a_{2} \\leq 202 \\\\\na_{100}+a_{1}+a_{2}+a_{3} \\leq 202\n\\end{array}\\right.\n\\]\nAdunând cele 100 de relații obținem că\n\\(4\\left(a_{1}+a_{2}+a_{3}+\\cdots+a_{100}\\right) \\leq 20200 \\Rightarrow a_{1}+a_{2}+a_{3}+\\cdots+a_{100} \\leq 5050 \\ldots\\)\nDar suma \\(1+2+3+\\cdots+100=5050\\) \nAtunci în cele 100 de relații trebuie să avem egalitate, fiecare fiind egală cu 202. \\(.1 \\mathrm{p}\\)\nCum \\(\\quad a_{1}+a_{2}+a_{3}+a_{4}=a_{2}+a_{3}+a_{4}+a_{5} \\Longrightarrow a_{1}=a_{5}\\), ceea ce contrazice faptul că numerele sunt distincte","Avem 27 triplete \(\left(a_{1}, a_{2}, a_{3}\\right)\) cu \(a_{i} \in\\{3 k, 3 k+1,3 k+2\\}\), \(i=\\overline{1,3}\)\nCum la intersectia a patru lini si sapte coloane avem 28 de divizori vor exista doi divizori \(\mathrm{d}_{1}, \mathrm{d}_{2}\) a.i. \(\\left\\{\\mathrm{a}_{1}, \\mathrm{b}_{1}\\right\\},\\left\\{\\mathrm{a}_{2}, \\mathrm{b}_{2}\\right\\}\) si \(\\left\\{\\mathrm{a}_{3}, \\mathrm{b}_{3}\\right\\}\) dau rest la impartirea cu 3\n\(\mathrm{d}_{1}: \mathrm{d}_{2}=p_{1}^{a_{1}-b_{1}} p_{2}^{a_{2}-b_{2}} p_{3}^{a_{3}-b_{3}}\) cu \(\\left\\{\\mathrm{a}_{1}, \\mathrm{b}_{1}\\right\\},\\left\\{\\mathrm{a}_{2}, \\mathrm{b}_{2}\\right\\},\\left\\{\\mathrm{a}_{3}, \\mathrm{b}_{3}\\right\\}\) divizibile cu 3\nDeci vom avea \(\mathrm{d}_{1}: \mathrm{d}_{2}\) cubul unui numar rational",0,Other
282,Calculus,"Arătați că șirul \(\left(a_{n}\right)_{n \geq 1}, a_{n}=\frac{2+(-1)^{n}}{n(n+1)}\), nu se poate scrie ca sumă de două șiruri care sunt monotone și au termeni pozitivi.","Dacă \(a_{n}=b_{n}+c_{n}\), cu \(\left(b_{n}\right)_{n}\) și \(\left(c_{n}\right)_{n}\) monotone, atunci din \(a_{2 n}>a_{2 n+1}\) și \(a_{2 n+1}<a_{2 n+2}\) reiese că șirurile au monotonii diferite - de exemplu \(\left(b_{n}\right)_{n}\) este crescător și \(\left(c_{n}\right)_{n}\) descrescător. Din \(\left(a_{n}\right)_{n} \rightarrow 0\) și \(b_{n}, c_{n} \geq 0\) reiese \(\left(b_{n}\right)_{n} \rightarrow 0\), de unde \(b_{n}=0\) și \(c_{n}=a_{n}\) - contradicție","\(a_{n}=b_{n}+c_{n}; \left(b_{n}\right)_{n}; \left(c_{n}\right)_{n}; a_{2 n}>a_{2 n+1}; a_{2 n+1}<a_{2 n+2}; \left(b_{n}\right)_{n}; \left(c_{n}\right)_{n}; \left(a_{n}\right)_{n} \rightarrow 0; b_{n}, c_{n} \geq 0; \left(b_{n}\right)_{n} \rightarrow 0; b_{n}=0; c_{n}=a_{n}\)",1,Correct
283,Calculus,"Fie \(x\) un număr real. Să se demonstreze că șirul\n\[\ns_{n}(x)=\sum_{k=0}^{n} \frac{x^{2 k}}{4^{k}+x^{4 k}}, \\quad n \\geq 0\n\]\neste convergent","Din inegalitatea mediilor avem \(\frac{x^{2 k}}{4^{k}+x^{4 k}} \\leq \frac{1}{2^{k+1}}\), oricare ar fi \(k\) natural.\nAtunci \(s_{n}(x) \\leq \sum_{k=0}^{n} 1 / 2^{k+1}<2\), deci șirul este mărginit. Cum șirul este crescător, rezultă cerința","Folosind inegalitatea mediilor, avem \(\quad \sqrt{(a+b)(a+c)} \leq \frac{a+b+a+c}{2}=a+\frac{b+c}{2} \quad\) și analoagele: \(\quad \sqrt{(b+c)(b+d)} \leq b+\frac{c+d}{2}, \quad \sqrt{(c+d)(c+a)} \leq c+\frac{d+a}{2} \quad\) și respectiv \(\sqrt{(d+a)(d+b)} \leq d+\frac{a+b}{2}\). Prin însumarea celor patru inegalități se obține concluzia.",0,Other
284,Number Theory,"Numerele reale \(a, b, c, d, e\) au proprietatea că\n\[\n|a-b|=2|b-c|=3|c-d|=4|d-e|=5|e-a| .\n\]\nSă se arate că numerele \(a, b, c, d, e\) sunt egale","Fie \(k\) valoarea comună a modulelor. Atunci \(a-b= \pm k, b-c=\) \(\pm \frac{1}{2} k, c-d= \pm \frac{1}{3} k, d-e= \pm \frac{1}{4} k\) și \(e-a= \pm \frac{1}{5} k\) (pentru anumite alegeri a semnelor + și - )\nDacă \(k=0\), problema este rezolvată... 1 punct\nPentru \(k \neq 0\), prin adunarea relațiilor obținem \(0=\left( \pm 1 \pm \frac{1}{2} \pm \frac{1}{3} \pm \frac{1}{4} \pm \frac{1}{5}\right) k\), deci \(\frac{1}{5}= \pm 1 \pm \frac{1}{2} \pm \frac{1}{3} \pm \frac{1}{4}\), pentru o alegere a semnelor. . 1 punct\nPentru orice alegere a semnelor, ultima egalitate revine la \(\frac{1}{5}=\frac{m}{12}\), cu \(m\) întreg, deci 5 divide 12, contradicție...\n2 puncte","Presupunem că pentru orice \(a \neq b \in A\) avem \(|E(a)-E(b)|>\frac{1}{1008}\). Atunci \(|a-b|>\frac{1}{2016}\), pentru orice \(a \neq b \in A\). Fie \(A=\left\{a_{1}<a_{2}<\ldots<a_{2017}\right\}\). Atunci \(\left|a_{k+1}-a_{k}\right|>\frac{1}{2016}\), pentru \(k=1,2, \ldots, 2016\), deci \(a_{k+1}-a_{k}>\frac{1}{2016}\), pentru \(k=1,2, \ldots, 2016\). Sumând pentru \(k=1,2, \ldots, 2016\) obținem \(a_{2017}-a_{1}>1\), contradiție cu \(A \subset[2016,2017]\)",0,Other
285,Abstract Algebra,"Fie \(z_{1}, z_{2}, \ldots, z_{n}\) numere complexe astfel încât \(\left|z_{1}\right|+\left|z_{2}\right|+\ldots+\left|z_{n}\right|=4\). Arătați că există o submulțime nevidă \(K\) a mulțimii \(\{1,2, \ldots, n\}\) astfel încât \(\left|\sum_{k \in K} z_{k}\right|>1\)","Observăm că, dacă \(z=a+b i\), cu \(a, b \in \mathbb{R}\), atunci \(|z| \leq|a|+|b|\nNotând \(z_{k}=x_{k}+i y_{k}, x_{k}, y_{k} \in \mathbb{R}\), obținem \(4 \leq \sum_{x_{k} \geq 0}\left|x_{k}\right|+\sum_{x_{k}<0}\left|x_{k}\right|+\sum_{y_{k} \geq 0}\left|y_{k}\right|+\sum_{y_{k}<0}\left|y_{k}\right|\)\nDacă una dintre sume este \(>1\) rezultă, de exemplu, \(1<\sum_{x_{k} \geq 0}\left|x_{k}\right|=\left|\sum_{x_{k} \geq 0} x_{k}\right| \leq\left|\sum_{x_{k} \geq 0} z_{k}\right|\)\nInegalitatea este strictă și dacă toate sumele sunt egale cu 1, iar cel puțin unul dintre numere are atât partea reală cât și cea imaginară nenule. În sfârșit, dacă toate sumele sunt egale cu 1 și fiecare număr are ori partea reală, ori cea imaginară nulă, atunci\n\[\n\left|\sum_{x_{k} \geq 0} z_{k}\right|=\sqrt{\left(\sum_{x_{k} \geq 0} x_{k}\right)^{2}+\left(\sum_{y_{k} \geq 0} y_{k}\right)^{2}}=\sqrt{2}>1\n\]","Observăm că, dacă \(z=a+b i\), cu \(a, b \in \mathbb{R}\), atunci \(|z| \leq|a|+|b|\nNotând \(z_{k}=x_{k}+i y_{k}, x_{k}, y_{k} \in \mathbb{R}\), obținem \(4 \leq \sum_{x_{k} \geq 0}\left|x_{k}\right|+\sum_{x_{k}<0}\left|x_{k}\right|+\sum_{y_{k} \geq 0}\left|y_{k}\right|+\sum_{y_{k}<0}\left|y_{k}\right|\)\nDacă una dintre sume este \(>1\) rezultă, de exemplu, \(1<\sum_{x_{k} \geq 0}\left|x_{k}\right|=\left|\sum_{x_{k} \geq 0} x_{k}\right| \leq\left|\sum_{x_{k} \geq 0} z_{k}\right|\)\nInegalitatea este strictă și dacă toate sumele sunt egale cu 1, iar cel puțin unul dintre numere are atât partea reală cât și cea imaginară nenule. În sfârșit, dacă toate sumele sunt egale cu 1 și fiecare număr are ori partea reală, ori cea imaginară nulă, atunci\n\[\n\left|\sum_{x_{k} \geq 0} z_{k}\right|=\sqrt{\left(\sum_{x_{k} \geq 0} x_{k}\right)^{2}+\left(\sum_{y_{k} \geq 0} y_{k}\right)^{2}}=\sqrt{2}>1\n\]",1,Correct
286,Linear Algebra,"Fie \(A, B \in \mathcal{M}_{4}(\mathbb{R})\) astfel încât \(A B=B A\) și \(\operatorname{det}\left(A^{2}+\right.\) \(\left.A B+B^{2}\right)=0\). Arătați că\n\[\n\operatorname{det}(A+B)+3 \operatorname{det}(A-B)=6 \operatorname{det}(A)+6 \operatorname{det}(B)\n\]","Avem \(A^{2}+A B+B^{2}=(A-\omega B)(A-\bar{\omega} B)\), unde \(\omega\) este o rădăcină cubică nereală a unității. Considerăm funcția polinomială de grad 4 definită prin \(f(x)=\operatorname{det}(A+\) \(x B)=\operatorname{det} A+a x+b x^{2}+c x^{3}+\operatorname{det} B x^{4}\). Condiția din enunt se transcrie (matricile având elemente reale) \(f(\omega)=f(\bar{\omega})=0\). Avem\n\[\nf(\omega)=\operatorname{det} A+c+\omega(a+\operatorname{det} B)+\omega^{2} b,\n\]\ndeci \(\operatorname{det} A+c=a+\operatorname{det} B=b\). (1). Cum \(f(1)=\operatorname{det} A+a+b+c+\operatorname{det} B\) și \(f(-1)=\operatorname{det} A-a+b-c+\operatorname{det} B\), avem \(f(1)+f(-1)=2 \operatorname{det} A+2 \operatorname{det} B+2 b\), iar din relațiile (1) \(2 b=a+c+\) \(\operatorname{det} A+\operatorname{det} B=\frac{1}{2}(f(1)-f(-1))+\operatorname{det} A+\operatorname{det} B  \ldots 2\). Cum \(f(1)=\operatorname{det}(A+B)\) și \(f(-1)=\operatorname{det}(A-B)\) deducem relația \(\operatorname{din}\) enunț...","Avem \(A^{2}+A B+B^{2}=(A-\omega B)(A-\bar{\omega} B)\), unde \(\omega\) este o rădăcină cubică nereală a unității. Considerăm funcția polinomială de grad 4 definită prin \(f(x)=\operatorname{det}(A+\) \(x B)=\operatorname{det} A+a x+b x^{2}+c x^{3}+\operatorname{det} B x^{4}\). Condiția din enunt se transcrie (matricile având elemente reale) \(f(\omega)=f(\bar{\omega})=0\). Avem\n\[\nf(\omega)=\operatorname{det} A+c+\omega(a+\operatorname{det} B)+\omega^{2} b,\n\]\ndeci \(\operatorname{det} A+c=a+\operatorname{det} B=b\). (1). Cum \(f(1)=\operatorname{det} A+a+b+c+\operatorname{det} B\) și \(f(-1)=\operatorname{det} A-a+b-c+\operatorname{det} B\), avem \(f(1)+f(-1)=2 \operatorname{det} A+2 \operatorname{det} B+2 b\), iar din relațiile (1) \(2 b=a+c+\) \(\operatorname{det} A+\operatorname{det} B=\frac{1}{2}(f(1)-f(-1))+\operatorname{det} A+\operatorname{det} B  \ldots 2\). Cum \(f(1)=\operatorname{det}(A+B)\) și \(f(-1)=\operatorname{det}(A-B)\) deducem relația \(\operatorname{din}\) enunț...",1,Correct
287,Abstract Algebra,"Arătați că ecuația: \([x+|x|]=|x+[x]|\) are ca soluții doar numere naturale, unde \([x],|x|\) reprezintă partea întreagă a lui \(x\), respectiv modulul numărului \(x\)",Cazul 1: \(x<0 \\Rightarrow[x+|x|]=0\) și \(|x+[x]|>0\).\nCazul 2: \(x \\geq 0 \\Rightarrow[2 x]=x+[x] \\Rightarrow[2 x]=2[x]+\\{x\\}\)\nDin relațiile anterioare rezultă că \(\\{x\\}=0 \\Rightarrow x \\in \\mathbb{N}\),Cazul 1: \(x<0 \\Rightarrow[x+|x|]=0\) și \(|x+[x]|>0\).\nCazul 2: \(x \\geq 0 \\Rightarrow[2 x]=x+[x] \\Rightarrow[2 x]=2[x]+\\{x\\}\)\nDin relațiile anterioare rezultă că \(\\{x\\}=0 \\Rightarrow x \\in \\mathbb{N}\),1,Correct
288,Abstract Algebra,Considerăm progresia aritmetică cu termeni strict pozitivi \(\left(a_{n}\right)_{n \in \mathbb{N}^{*}}\) și \(S_{n}=a_{1}+a_{2}+\ldots+a_{n}\). Demonstrați că: \(\frac{1}{a_{1}}+\frac{1}{a_{2}}+\ldots+\frac{1}{a_{n}} \leq \frac{S_{n}}{a_{1} \cdot a_{n}}\),"Sumând inegalitățile obținute la b) pentru \(k=1,2, . ., n\) obținem \(2 n \cdot\left(\frac{1}{a_{1}}+\frac{1}{a_{2}}+\ldots+\frac{1}{a_{n}}\right) \leq \frac{2 n S_{n}}{a_{1} a_{n}}\)","Sumând inegalitățile obținute la b) pentru \(k=1,2, . ., n\) obținem \(2 n \cdot\left(\frac{1}{a_{1}}-\frac{1}{a_{2}}-\ldots-\frac{1}{a_{n}}\right) \leq \frac{2 n S_{n}}{a_{1} a_{n}}\)",0,Manipulate
289,Calculus,"Fie \(f: \mathbb{R} \rightarrow \mathbb{R}\) o funcție indefinit derivabilă. Dacă funcția \(g: \mathbb{R} \rightarrow \mathbb{R}, g(x)=f(2 x)+f(3 x)\) este funcție polinomială, arătați că și \(f\) este funcție polinomială","Dacă \(g\) este funcție polinomială de gradul \(m\), atunci derivata de ordinul \(m+1\) a funcției \(g\) este funcția identic nulă, deci \(2^{m+1} f^{(m+1)}(2 x)+3^{m+1} f^{(m+1)}(3 x)=0, \forall x \in \mathbb{R}\). Înlocuind \(x\) cu \(\frac{x}{3}\) obținem \(f^{(m+1)}(x)=-\left(\frac{2}{3}\right)^{m+1} f^{(m+1)}\left(\frac{2}{3} x\right), \forall x \in \mathbb{R}\). Notăm cu \(h=f^{(m+1)}\). Atunci \(h(x)=-\left(\frac{2}{3}\right)^{m+1} h\left(\frac{2}{3} x\right), \forall x \in \mathbb{R}\), iar \(h\) este o funcție continuă (de fapt indefinit derivabilă). Înlocuind succesiv \(x\) cu \(\frac{2}{3} x\) obținem \(h(x)=(-1)^{n} \cdot\left(\frac{2}{3}\right)^{n(m+1)} h\left(\left(\frac{2}{3}\right)^{n} x\right), \forall x \in \mathbb{R}\). Ținând cont că \(h\) continuă și \(\lim _{n \rightarrow \infty}\left(\frac{2}{3}\right)^{n}=\lim _{n \rightarrow \infty}\left(\frac{2}{3}\right)^{n(m+1)}=0\), deducem că \(f^{(m+1)}(x)=h(x)=0, \forall x \in \mathbb{R}\). Atunci \(f^{(m)}(x)=a_{m}, f^{(m-1)}(x)=a_{m} x+a_{m-1}, f^{(m-2)}(x)=a_{m} x^{2}+a_{m-1} x+a_{m-2}\), de unde prin inducție deducem că \(f(x)=a_{m} x^{m}+a_{m-1} x^{m-1}+\ldots+a_{1} x+a_{0}\), adică \(f\) este funcție polinomială.","Fie \(F: \mathbb{R} \rightarrow \mathbb{R}\) o primitivă neinjectivă a lui \(f\). Atunci există \(a, b \in \mathbb{R}, a<b\) astfel încât \(F(a)=F(b)\).\nFie \(c \in(a, b)\). Aplicând teorema lui Lagrange pe intervalele \([a, c]\) și \([c, b]\) deducem că există \(c_{1} \in(a, c)\), \(c_{2} \in(c, b)\) astfel încât \(F(c)-F(a)=(c-a) f\left(c_{1}\right)\) și \(F(b)-F(c)=(b-c) f\left(c_{2}\right)\). Adunând aceste două relații obținem că \((c-a) f\left(c_{1}\right)+(b-c) f\left(c_{2}\right)=0\)\nFie \(\lambda>0\). Vom determina \(c\) astfel încât \(b-c=\lambda(c-a) \Leftrightarrow c=\frac{\lambda a+b}{1+\lambda} \in(a, b)\)\nRelația (1) devine: \((c-a) f\left(c_{1}\right)+\lambda(c-a) f\left(c_{2}\right)=0 \Leftrightarrow f\left(c_{1}\right)+\lambda f\left(c_{2}\right)=0\).",0,Other
